income,surface_structure_coherence_mean,surface_structure_disorderliness_mean,surface_roughness_disorderliness_mean,colour_saturation_mean,colour_hue_coherence_mean,colour_hue_disorderliness_mean,tcap_wetness_mean,tcap_greenness_std,nir_band_mean,colour_brightness_coherence_mean,colour_brightness_disorderliness_mean,ndwi_wetness_contrast_mean,ndwi_wetness_coherence_std,tcap_wetness_disorderliness_mean,tcap_built_coherence_std
1513,0.743664088,4.340354414,0.859247769,172.2637363,0.248055327,6.04773098,-577.5819375,201.097386,1370.967037,0.70516745,5.80067124,212.9749371,0.016316104,8.084217826,0.008877051
1513,0.700246988,6.112987831,0.760107665,170.6429641,0.224654562,6.572372646,-850.6728924,421.2403337,1862.913923,0.605480471,5.148396815,245.6592845,0.106436114,8.082289496,0.017230006
1513,0.780803576,4.934941948,0.471410842,163.4854465,0.288597475,6.472123777,-514.6807482,633.9572949,1655.075972,0.682855836,5.105922473,246.8930078,0.073667133,8.081775332,0.031430367
1513,0.741207186,5.672935762,0.362366944,173.7257721,0.11600765,6.502417892,-573.1866707,479.4684401,1860.147231,0.634352441,5.065767739,266.6386506,0.130804803,8.080085906,0.082461364
1514,0.665560172,5.047321987,0.065753983,172.0288154,0.176004689,6.639907846,-778.992723,487.2451598,1937.362861,0.561501419,5.021623289,235.1550868,0.045899833,8.078916889,0.025284097
1514,0.736142079,3.576262664,0.424793134,169.3902439,0.254024778,6.190081378,-878.9268669,447.2043396,1963.268953,0.586244814,5.228462278,215.3815119,0.052929302,8.08171865,0.038746703
1514,0.662672255,5.366355369,0.38562478,170.4137515,0.191845728,6.536402511,-603.9169394,464.3328379,2014.351932,0.614777923,4.909447935,261.6144484,0.039075029,8.079908802,0.053226002
1514,0.702938357,5.187544753,0.234813556,166.7418868,0.202289767,6.608096096,-670.7010754,417.5354404,1928.698873,0.518859578,4.917257959,271.710274,0.037069333,8.082529256,0.017929293
1514,0.744570149,4.703053975,0.275057978,178.6781708,0.122346207,6.460324837,-604.6698348,525.0601872,2129.269202,0.658059482,5.034456628,207.9099517,0.057650253,8.079874819,0.068802134
1515,0.777605897,4.514180198,1.099930268,155.4007652,0.268767662,6.423062395,-705.2433174,761.1643941,1764.169775,0.803632687,5.876779074,260.9723575,0.038751155,8.084615829,0.042384291
1515,0.720342543,4.47096699,0.183483069,170.1136095,0.34814081,6.466522604,-615.1432971,652.753714,1998.107691,0.604035019,5.249150146,261.6707507,0.014150828,8.08383439,0.010310726
1515,0.710063864,5.923772711,0.456086914,170.5715232,0.212477096,6.612944576,-720.3193159,437.7303,1975.846356,0.553942693,5.023558376,256.0254569,0.015949747,8.083854814,0.011773324
1515,0.758619107,3.929151819,0.58795487,164.2689274,0.224851747,6.114107623,-871.0525519,498.7546833,1829.380914,0.653930415,5.360570297,218.7437251,0.072470075,8.082375079,0.046979038
1515,0.663578959,5.638502127,0.258000867,171.6957619,0.153716488,6.675088508,-666.4310742,436.2481829,2027.708627,0.540785894,4.95265613,268.3855009,0.051374262,8.080014238,0.018323252
1515,0.69914929,5.74954443,0.769498882,167.3021583,0.153286008,6.591956294,-767.9796559,457.0262185,1585.585609,0.671130391,5.436646985,298.5010804,0.070722375,8.081079141,0.034256584
1515,0.695123268,5.268242475,0.242309249,157.706422,0.271646653,6.818087948,-586.0944944,515.8396909,1840.899084,0.592871696,5.594139252,327.0024156,0.029909841,8.083376718,0.013761961
1516,0.655555583,5.25220865,0.411668421,169.4347443,0.259354693,6.631521567,-761.1344306,421.2789077,1922.34039,0.664354506,5.294252805,238.4153894,0.038712479,8.081630639,0.035429801
1516,0.78148278,6.418759491,1.10944544,167.3943798,0.219313433,6.340396689,-619.9697364,420.7939483,1865.051357,0.721604895,5.377296396,284.7766074,0.061159445,8.081394585,0.055169963
1516,0.69684046,5.779533562,0.449634964,171.6410912,0.131327265,6.492395766,-647.7530446,437.9564408,1850.420289,0.575435598,4.944624838,247.6192293,0.033406193,8.080277074,0.030207594
1516,0.680497999,4.863710821,0.168030902,172.4225879,0.309165734,6.316098069,-617.874718,505.5697969,2026.925207,0.609323838,4.673474999,237.8035181,0.080719122,8.076906656,0.04715721
1516,0.731874647,5.444764785,0.505984532,173.3735326,0.128137147,6.323752842,-703.652613,531.5476882,2108.457307,0.624052845,5.188130671,226.1142155,0.056060844,8.078239538,0.048509047
1516,0.693555502,5.365222123,0.391268868,179.0201135,0.121728787,6.537268499,-614.8950231,672.1346386,2308.819754,0.645612041,5.092019102,226.7913347,0.056812233,8.079699273,0.032654197
1516,0.721939109,4.668613919,0.286792247,176.2337019,0.17774352,6.389030168,-778.2809845,675.8150565,2179.913267,0.591370502,5.084091453,216.6905128,0.049934719,8.080129221,0.019015694
1516,0.673491817,4.920085414,0.139305386,165.0412371,0.288158945,6.385957688,-538.1466444,530.3766091,1765.829892,0.690083024,5.203076746,271.2590565,0.08472083,8.083146779,0.061269278
1517,0.823278197,5.69086228,1.398117165,153.826087,0.18456943,6.737192366,-763.1742413,475.8193362,1748.21014,0.664441878,5.81510823,392.5546443,0.055327465,8.083243398,0.021744221
1517,0.772471089,4.355965299,0.28301312,173.9525277,0.31654668,6.391324484,-320.7310022,608.1173141,2231.406906,0.690546392,4.585407861,219.7844588,0.024970398,8.080040871,0.017688126
1517,0.765127226,4.945713582,0.486197951,164.065723,0.278021207,6.42496613,-617.6891064,657.1627561,1829.094037,0.779157678,5.467839183,243.9241363,0.036805916,8.082629087,0.022768437
1517,0.698848186,4.520476083,0.167506088,171.4069584,0.27476685,6.627846038,-467.1048634,665.8707594,1914.858198,0.714746252,4.861081925,259.7483709,0.047394871,8.083198302,0.046942829
1517,0.70098263,4.046026422,0.151228682,175.8102253,0.348415648,6.320166714,-864.2938277,852.8149514,2361.756497,0.692628758,5.209796151,181.2113454,0.022689466,8.082860073,0.029097534
1517,0.653423508,4.45173027,0.195343495,172.4914286,0.211379782,6.62634313,-542.9521482,610.7860123,1916.259222,0.62566168,4.823231126,281.7036183,0.094982078,8.081729031,0.067085503
1517,0.692745235,4.191424295,0.071262657,176.2073684,0.196741889,6.690232552,-475.8954303,558.1006071,2089.729474,0.696445673,4.909131683,229.8811753,0.029796072,8.078961523,0.051169925
1517,0.687375228,5.328125293,0.225474352,175.4474734,0.226740318,6.197430625,-605.8058878,377.9620901,1874.309178,0.720975599,4.698870357,188.9437276,0.149435653,8.079368712,0.044224265
1517,0.688020184,5.734857647,0.369234662,177.1719144,0.264777244,6.515773097,-610.5633159,827.8163945,2562.728273,0.58536007,4.852775087,232.7235837,0.04808165,8.081753126,0.038084552
1517,0.730658661,5.641381294,0.408325683,173.2708447,0.219380135,6.633122793,-648.8828856,845.479817,2315.865667,0.599325623,4.870165751,247.3871439,0.049014438,8.082878165,0.061547254
1517,0.717274183,6.166320668,0.859999326,168.1179604,0.174141781,6.509966436,-732.6171333,438.2297827,1878.227549,0.607525356,5.178737184,277.5071973,0.054952639,8.081785072,0.042431586
1518,0.718468373,4.114046338,0.186011501,172.6815343,0.497742011,6.427738911,-850.0086758,531.919082,2059.041924,0.596846876,5.058029765,197.3277795,0.023252544,8.081538603,0.024411578
1518,0.789211344,5.360905461,0.902240699,157.7678703,0.17680253,6.636058009,-912.4812693,792.2911828,1981.934414,0.780719655,5.69428067,286.177597,0.053046815,8.084681836,0.036051071
1518,0.708686924,3.709279719,0.427878791,171.1760563,0.352450783,6.186216766,-950.3687335,386.123853,1911.596828,0.653314031,5.311413067,236.557332,0.031201038,8.082602228,0.036833958
1518,0.734582194,4.342812034,0.325223742,164.8235636,0.286705078,6.265957395,-764.5703731,631.149797,1962.470111,0.801892602,5.359744288,220.3660222,0.04890719,8.083526796,0.043407826
1518,0.630855436,5.155497389,0.055462418,166.825419,0.152202874,6.602944647,-789.1834707,313.2189103,1731.379889,0.512249487,4.826387266,220.7520213,0.015505011,8.079204427,0.024323531
1518,0.875943466,7.002348248,2.314181879,178.8984962,0.25425311,6.357477217,-219.4703778,496.9732385,1354.413535,0.732827794,5.224145439,358.5542338,0.033237632,8.081071441,0.009620983
1518,0.70540746,5.25568976,0.328545545,173.3979015,0.309483137,6.369451339,-729.5826783,428.7474243,1877.754645,0.605200417,4.981935982,255.5281899,0.034420114,8.080892377,0.075560854
1518,0.753981071,5.998348835,1.094956612,171.7525287,0.328586825,6.663469401,-694.5363832,466.3303218,1878.003372,0.613675302,5.140857954,295.4901622,0.050177421,8.083491484,0.025623235
1518,0.742240626,6.594121523,0.91498095,180.2551391,0.255337131,6.341460891,-594.9815052,461.9873116,1562.367594,0.738614896,5.227477055,272.1133492,0.05565386,8.081748195,0.014932501
1518,0.76365946,5.758904497,0.656416546,169.8657975,0.205143063,6.697743105,-843.4536748,896.8486852,2271.202261,0.71088472,5.432513723,265.6754556,0.062224605,8.084351161,0.02264773
1518,0.708475368,5.578022259,0.485842942,174.9992331,0.193184695,6.364851275,-608.9485004,642.7132782,2023.905293,0.656062428,5.097964081,231.6034684,0.139426762,8.082572127,0.071365733
1518,0.661402284,4.306766186,0.347310154,161.9928058,0.228773284,6.814951876,-491.1401837,641.1067914,1669.591727,0.757608497,5.211745305,292.7648787,0.023534756,8.082570361,0.022985996
1519,0.734864249,7.694870589,3.142005077,175.1382064,0.259856103,6.289725416,-769.1535375,412.4085018,1940.399269,0.66024294,5.051809554,251.7105744,0.075722978,8.080746829,0.092718054
1519,0.754662354,4.861761534,0.419168016,174.3140948,0.134157132,6.321771818,-596.9835297,499.2714212,2232.598422,0.643688137,4.748305568,178.7734037,0.033237716,8.078307753,0.040340029
1519,0.690713598,4.452367942,0.146331689,177.6118622,0.174888056,6.612060965,-496.7528917,468.1902232,1956.579154,0.700048125,4.979308493,265.1662458,0.078442077,8.079179902,0.094984935
1519,0.793749981,4.862213318,0.5841474,168.1356467,0.279085419,6.48149747,-591.9532002,465.5185043,1705.110411,0.812172665,5.069473335,228.546487,0.026546673,8.085434535,0.057297755
1519,0.699182992,3.463555302,0.485802786,184.7572414,0.376414861,6.360938513,-319.8587072,658.9093605,2144.788968,0.76807431,4.904169544,280.5240621,0.0272112,8.082877761,0.026365643
1520,0.754634696,4.270973028,0.307842613,170.3102962,0.260493027,6.457128517,-663.8969213,453.8009945,1699.932298,0.646702849,5.090787809,252.085096,0.039750534,8.081097277,0.018793047
1520,0.768661048,4.455701277,0.378821901,171.84171,0.35339855,6.483948903,-416.8440817,831.7245293,1969.087089,0.804327389,4.855393537,196.4126441,0.051260459,8.081058279,0.037504929
1520,0.775302959,4.265777478,0.344205458,175.1974522,0.372030322,6.472364323,-562.2472135,451.4753264,1893.908921,0.705947023,5.0088557,252.3714248,0.052692746,8.084198515,0.043554241
1520,0.813755905,5.814325252,0.941086776,164.4187817,0.197927866,6.088130807,-1030.113318,332.8407649,1519.517766,0.584274726,5.269648498,213.8783504,0.028863347,8.081822646,0.020944625
1520,0.782791637,5.199522775,0.285495518,170.7807183,0.399307597,6.541713921,-998.4174494,454.6351244,1987.640835,0.625645675,5.282434342,204.4958655,0.049653116,8.08241026,0.024732756
1520,0.724920151,5.573544055,0.525194427,175.1589912,0.284703913,6.464639024,-615.6024825,496.3770161,1993.561677,0.629539741,4.932272256,241.7184519,0.107542297,8.079039168,0.059082811
1520,0.717257334,5.687465044,0.708705436,173.883105,0.120431736,6.243517304,-636.5703099,421.9886322,1861.948401,0.723904654,5.162962932,247.504706,0.084228113,8.079899926,0.064485548
1520,0.797695125,4.880809072,0.425771567,162.808321,0.25529634,6.567160516,-671.748243,418.3940028,2113.6003,0.581673426,4.919944913,225.0819836,0.01932365,8.080525445,0.020462568
1520,0.668699402,6.059814058,0.614192293,169.6282895,0.171020158,6.569636486,-800.3586209,450.8807305,1794.932015,0.615170765,5.147865623,254.0880971,0.074216183,8.083033253,0.066528825
1520,0.70970508,3.802683391,0.326610872,183.0064743,0.335759639,6.302091126,-161.0567654,879.7692104,2149.277101,0.789813674,4.246596337,150.746552,0.047692096,8.082473664,0.04739659
1520,0.671704914,5.588232529,0.512416659,172.1945225,0.19946324,6.648624664,-753.8320902,418.2201652,1993.238765,0.604063472,5.05804941,235.9998417,0.110759546,8.082361212,0.034258256
1521,0.799274973,5.921114716,1.029641722,168.0299587,0.295118746,6.056080024,-812.5972168,566.009978,1819.80372,0.658514945,5.567576219,204.4549123,0.078107456,8.082498577,0.02613448
1521,0.741518616,5.258706836,0.384179381,174.244559,0.3366054,6.194623927,-920.3415955,536.6819496,2018.194158,0.673826416,5.204763286,208.63939,0.082057027,8.081370964,0.087791087
1521,0.814379579,5.614974778,0.630708594,171.4556748,0.323614543,6.33554721,-661.4423066,605.2459266,2153.789669,0.704031324,5.250163124,238.1970354,0.084130188,8.082957776,0.02433534
1521,0.716187928,5.424338056,0.686749283,166.4800313,0.180903756,6.50070742,-884.9245332,397.0468383,1893.808144,0.645040496,5.481213348,245.7917055,0.083517525,8.083453946,0.055303596
1521,0.708089496,5.344443928,0.35157087,166.184058,0.104544522,6.743707807,-773.0506992,410.9147158,1713.180434,0.549759194,4.98152086,242.7790156,0.021085813,8.079896992,0.021057813
1521,0.782627572,5.961369316,0.965240924,173.6015549,0.215348228,6.413166018,-471.7432313,593.5891447,1650.470603,0.71102347,5.25174675,306.7431125,0.026343892,8.081251948,0.031382007
1521,0.777219804,5.305743062,0.603952118,168.4967136,0.378051422,6.607848015,-716.03636,609.4101794,1836.850706,0.698060249,5.39825536,277.1119503,0.028518078,8.085583436,0.041508654
1521,0.688944889,5.696046773,0.201248225,168.9940035,0.135509294,6.622932503,-648.9704503,487.8432053,1986.155556,0.586828165,4.926427135,270.2133053,0.064452499,8.080267231,0.039563515
1521,0.757339163,5.868393467,0.599680067,165.6759848,0.164113414,6.462471799,-841.9369006,439.9187255,1937.105782,0.569253544,5.140754941,275.2442493,0.092150685,8.080942406,0.03018542
1521,0.678746562,6.054636407,0.528313989,170.6966365,0.155747798,6.713706433,-781.0770815,762.0639554,2083.872572,0.620109993,5.179709791,266.671126,0.080293267,8.082655942,0.024390097
1521,0.730353159,6.705701869,0.930660688,172.964462,0.227799575,6.512280714,-844.0111002,505.2947209,2031.162886,0.728444894,5.17470938,227.9028673,0.036566076,8.082913884,0.087158052
1521,0.690289993,4.972152712,0.283227523,171.5691843,0.180206843,6.62429969,-636.0060813,402.8775776,1940.669186,0.629464338,5.131588734,246.3378456,0.065117805,8.079672016,0.056027705
1522,0.721283582,5.194027217,0.245657642,170.204878,0.257357743,6.35869315,-779.8535751,402.0518309,1666.443903,0.573714393,5.090719357,211.5060406,0.043447662,8.079011174,0.028539142
1522,0.721986052,5.250506308,0.174042109,170.9039039,0.128278903,6.635747218,-653.6942191,614.3942567,2264.07958,0.600057829,4.929153018,250.0549955,0.070668807,8.078923117,0.066833478
1523,0.725423373,7.264456353,1.811195162,172.8308517,0.161595828,6.536413779,-743.093475,479.5035499,1982.244195,0.587661218,5.133944555,254.1093832,0.042442829,8.082034801,0.014508714
1524,0.742289127,5.570653658,0.656643865,168.0454545,0.281531516,6.094333999,-979.7799834,273.2110108,1657.045458,0.638126291,5.195713069,202.1296161,0.074952129,8.081578069,0.023263627
1524,0.710626256,3.425223967,0.296892789,178.3598131,0.416520527,6.39083376,-748.292802,491.0902924,1616.182244,0.628512092,4.758288184,234.6591009,0.018113858,8.081429624,0.030576604
1524,0.682477278,3.312619299,1.038922524,165.1876076,0.275640115,6.751944127,-577.4164512,574.0413032,1670.581752,0.592262774,5.529568374,379.0931187,0.014815389,8.081700717,0.015579044
1524,0.686351558,5.924463084,0.512043983,170.9270833,0.172807805,6.541085306,-776.1836758,534.7503412,1930.527462,0.597107327,5.070774536,256.9633788,0.057123079,8.082820333,0.029060978
1524,0.669396992,4.715644125,0.288116513,168.5558949,0.133296862,6.725906118,-637.4873727,494.9531498,1861.357363,0.671268524,5.058618385,296.3139843,0.076222046,8.082686778,0.045388299
1524,0.736400326,5.537181835,0.824964694,168.0774963,0.280159088,6.384918676,-765.6633934,425.6447674,1884.807003,0.568031398,4.957067134,204.9104327,0.063948471,8.081330831,0.047696881
1524,0.801647557,4.786766195,0.195832576,175.5032867,0.410612571,6.14466931,-847.0099231,714.415208,2804.51886,0.742918849,5.152912676,197.6344367,0.038746643,8.080882603,0.067881689
1524,0.737964143,5.581144311,0.547191959,166.0818253,0.206983141,6.478333582,-637.4078242,416.4709161,1695.805666,0.75802669,5.334210881,307.0389736,0.089633545,8.079212193,0.035878567
1524,0.740619698,4.086650021,0.142672313,172.7638808,0.300222011,6.135822823,-947.3778809,461.58144,2014.362363,0.617456516,5.253508761,204.6420293,0.050797735,8.081506391,0.038189294
1524,0.67562721,5.137501881,0.237325627,178.6877667,0.202490963,6.632476281,-599.9814612,1091.683666,2742.800141,0.562239926,4.734606478,198.2703186,0.07973746,8.081785507,0.048319674
1524,0.728305195,4.728419057,0.230499202,172.7108772,0.372425363,6.387297097,-619.7428597,499.3287641,1966.144559,0.669779461,4.844989998,230.8180961,0.03376176,8.080355876,0.054526768
1524,0.750246766,5.241944038,0.400267168,169.0603205,0.125426713,6.690608165,-623.4858833,532.4753497,2127.655984,0.567906713,5.00287873,291.5319082,0.061446066,8.07768472,0.032266582
1524,0.703013498,5.640910337,0.540521335,178.6055509,0.186804934,6.471913338,-681.6433218,688.2715983,2167.312446,0.588553453,4.9117838,198.7948838,0.077926613,8.081593413,0.092444209
1524,0.729145338,7.147706952,1.615221062,171.9585799,0.159917165,6.588339895,-822.3103784,595.019003,1947.02104,0.657115406,5.138819171,267.0792746,0.032444422,8.083155417,0.051632073
1524,0.800624485,4.631832927,1.186073666,162.4103194,0.25567165,6.604969759,-784.117878,460.2649486,1466.312038,0.712343625,5.825935411,241.0998436,0.021164391,8.086580759,0.021017374
1525,0.831094619,6.443618021,1.212211188,173.4105409,0.355869463,6.219986284,-918.4597429,400.7387228,1741.625518,0.582818921,5.365716853,245.5142203,0.038514703,8.083470411,0.026732553
1525,0.75447574,3.70223503,0.210600522,177.4366197,0.424468836,6.375480778,-807.7659432,459.9283342,1658.109161,0.590266454,4.792525106,258.4797648,0.012246251,8.080703387,0.014136513
1525,0.701711549,5.11107433,0.106993891,163.0311751,0.31689851,6.333769088,-653.4339638,517.2638451,1874.167863,0.668456849,4.918758816,194.4667966,0.061316071,8.080706108,0.034732361
1525,0.834835499,5.320971535,2.203231936,160.8309859,0.334556,7.392096705,-131.5466532,461.5271628,1081.859146,0.755277515,5.384224441,315.2171229,0.016488524,8.07724799,0.008967107
1525,0.719523943,3.688304746,0.193475973,174.5080906,0.285671414,6.182422364,-707.8290647,373.1958071,1574.566342,0.704914761,4.924433077,264.4315423,0.027241381,8.080984664,0.010215603
1525,0.846129463,4.860721881,0.569897636,168.4638889,0.304967544,6.40566445,-585.4812862,516.2799964,1523.19167,0.745015856,5.530657254,281.5181081,0.029095036,8.082612543,0.030135808
1525,0.704205757,5.874340556,0.884504203,173.7913223,0.16945306,6.70958874,-645.6161629,522.7923668,1751.488641,0.619227738,5.028967447,272.5145569,0.028649841,8.082316759,0.018042894
1525,0.682185945,3.879019179,0.242280868,168.4069082,0.285530227,6.327100763,-849.492789,435.8983427,1776.835722,0.663084403,5.103606228,203.3707163,0.071697372,8.082295221,0.051296073
1525,0.709422712,5.952903074,0.615525936,173.8812665,0.20617295,6.425023756,-650.4103417,605.2142582,2005.378103,0.643820216,4.977562679,299.9865867,0.051468125,8.081747307,0.033675441
1525,0.648438476,4.81178296,0.119475947,176.8484646,0.265720869,6.333284606,-531.5030426,449.2802042,1892.851469,0.625757196,4.796519674,221.2954309,0.050739491,8.078309427,0.027929966
1525,0.690078751,5.966532702,0.560372072,168.9913731,0.143762285,6.576973325,-842.4893366,410.0580843,1851.544936,0.547948659,5.068637994,263.0659238,0.024049374,8.080753316,0.009829637
1525,0.70346691,4.714620056,0.241788082,170.6945786,0.253262059,6.555633609,-787.6240364,612.1668032,2025.33253,0.63823697,5.069012757,220.5373928,0.048910906,8.082796378,0.069472679
1525,0.727682183,4.989673775,0.455982918,179.190619,0.29471634,6.549651458,-520.9814066,806.6011772,2296.970277,0.719295254,4.839855883,226.065572,0.077623115,8.08087405,0.044920815
1525,0.79804402,5.29608646,0.876658101,164.7485549,0.30116074,6.517401404,-523.5840736,609.1299441,1584.845374,0.803091305,5.552239748,230.1243483,0.025060708,8.082225826,0.018041506
1525,0.751443926,5.17835036,0.823500416,164.5659722,0.26540534,6.229819705,-588.6192868,642.9082486,1797.46296,0.646492826,5.808546318,280.0068277,0.025199328,8.081522478,0.016946982
1527,0.70433548,5.510616645,0.45369839,169.1900826,0.164458028,6.558672689,-617.6942748,510.4607309,1896.071625,0.574047472,5.002161578,288.715743,0.06877383,8.080070998,0.014858727
1528,0.776024297,4.420629629,0.423547352,167.2773246,0.291046131,6.350873716,-740.2349803,590.8208952,1840.022021,0.649641758,5.334242304,234.3365205,0.061099139,8.085682785,0.019766591
1528,0.775266298,5.333441715,0.482576667,175.0510949,0.306908911,6.050035619,-768.1840284,353.0478819,1591.463509,0.576345595,5.22503073,209.2907364,0.013614789,8.080155024,0.013205643
1528,0.72260723,4.795760961,0.3005832,172.6895238,0.350885955,6.323989562,-751.9101356,596.1397906,2140.743808,0.654495052,5.051527962,222.5791597,0.03535479,8.08116776,0.018396698
1528,0.725184648,4.6031814,0.118273966,168.9231547,0.109662795,6.649080149,-592.4318715,400.6728285,1863.456019,0.555800629,4.988873078,286.3232639,0.027874423,8.081015787,0.033075317
1528,0.685969594,5.33443294,0.208515915,173.0463918,0.192218086,6.420503259,-585.5366364,458.2923861,2059.811855,0.585247234,4.781258289,213.8070882,0.028937698,8.076232399,0.020315424
1528,0.611831528,4.843472475,0.425351787,166.8960155,0.153334548,6.364016989,-916.5995414,466.5510023,1836.609328,0.67382849,5.346168795,228.8759479,0.10863938,8.082332779,0.067947441
1530,0.764686498,3.948673401,0.350970055,171.7027027,0.319741914,6.507066508,-591.6342438,523.8815084,1667.570687,0.693595486,4.767395116,233.7945078,0.038352481,8.08316412,0.026031547
1530,0.807040431,4.475704423,0.019516166,170.5166667,0.584673849,6.309476545,-574.8502347,549.3677673,1540.187499,0.761999568,4.6998261,190.3980199,0.045559909,8.083341842,0.027986314
1530,0.688587495,3.829732556,0.362336162,172.6564885,0.282290938,5.930286481,-720.9817355,511.4613296,1585.19561,0.704787122,5.261293232,205.2965891,0.029667768,8.081536131,0.010589804
1530,0.721592759,5.278658072,0.29845833,173.3275862,0.251299144,6.213201,-710.3318041,409.9704519,1354.905171,0.679959076,5.312716844,263.4473713,0.030616772,8.081509336,0.019919299
1531,0.719238964,3.869426307,0.227240545,165.6605081,0.314565244,6.451083282,-811.2592108,663.0279109,1807.516169,0.678715564,5.51656028,263.6357537,0.049127929,8.084944069,0.026777634
1531,0.754673648,5.08328992,0.521322698,166.9820225,0.29690472,6.450957931,-751.2698995,538.4070351,1873.76854,0.779942117,4.967956036,241.5330017,0.046593054,8.080476738,0.01386156
1531,0.796511624,4.915926299,0.471650979,171.3694323,0.209488978,6.819611268,-690.3105326,450.0972423,1815.818341,0.666907282,5.175367106,265.6133399,0.060815019,8.082055842,0.037727578
1531,0.717967909,4.906790146,0.250199572,168.6818182,0.286769866,6.512833783,-853.4619751,393.4592663,2014.502601,0.599307665,4.931242993,192.0263563,0.100948714,8.080966305,0.034844837
1531,0.725080738,5.248353686,0.316118225,167.1252205,0.235931057,6.649601994,-759.5710759,416.4983578,1869.809963,0.693530914,5.269767861,252.1231378,0.020953059,8.08123846,0.040085093
1531,0.712235787,4.330133312,0.125399665,172.9103448,0.470782531,6.457624657,-613.7040116,500.4566408,1731.993111,0.706630898,4.839310018,207.4781394,0.024692474,8.083320949,0.015188214
1531,0.758571161,4.784072137,0.230704711,166.5768839,0.222654305,6.454755808,-721.7137882,462.6876231,2038.213851,0.655130553,5.049397786,221.3617305,0.040111759,8.080009342,0.023110601
1531,0.684282068,4.673549166,0.105698934,183.3694116,0.377971656,6.34323633,-448.3727826,577.9772372,2488.959385,0.77607763,4.289783066,104.1911181,0.068930799,8.079693439,0.041328053
1531,0.726008565,3.572891917,0.0028686,181.096206,0.804771392,5.932257578,110.7673763,406.0214105,2196.247971,0.574047844,2.556220396,316.2953124,0.048901506,8.043565749,0.065747253
1531,0.544260528,4.218847286,0.045192979,181.4736842,0.490336789,4.915751693,-592.2616531,338.3787797,1531.802636,0.81076619,3.285390354,57.05739111,0.087120726,8.062592609,0.017721552
1531,0.739370807,5.683432039,0.626130059,168.8155707,0.192445953,6.824443877,-542.5481719,472.8808556,1798.991683,0.571342761,4.968782665,344.0892849,0.028448075,8.080969976,0.052572104
1531,0.633995651,4.540099708,0.077561937,182.1773548,0.474209953,6.317669403,-495.7014175,635.4000227,2649.866001,0.76300893,4.468702317,126.8559259,0.056031465,8.080798114,0.034451269
1531,0.679706271,4.833425775,0.202033241,171.5164319,0.165133028,6.28538532,-652.0263034,406.0531952,2057.574856,0.585593895,4.731374319,207.2841713,0.061368852,8.078055113,0.045360831
1531,0.762300708,5.498849878,0.575133467,172.9339005,0.161082328,6.606392028,-582.4749245,429.599876,1850.658049,0.717269602,4.949666063,296.7236683,0.070563816,8.079241121,0.029231701
1531,0.702750487,5.581344703,0.458205057,170.7935835,0.186921377,6.703619271,-385.9860175,494.4691181,1652.739405,0.707881807,4.908826856,345.931358,0.046617929,8.079948532,0.059474034
1531,0.718374721,5.784008347,0.665387991,172.2366197,0.196087662,6.358318078,-721.9091753,443.0177636,1887.121127,0.690114551,5.115542447,240.9607873,0.136770261,8.081939235,0.044700601
1531,0.728805593,6.447002271,0.970993417,170.8340611,0.176127759,6.441017966,-833.7394984,399.9084565,1849.643377,0.6286767,5.316692124,270.6309888,0.022798456,8.083799498,0.014023294
1531,0.66365591,5.422268671,0.194357412,179.1698113,0.247333811,6.346757728,-925.1208303,389.2963076,1786.846541,0.660544447,5.284778401,246.0504633,0.063279446,8.082795411,0.013616131
1531,0.704955517,4.706439054,0.193925094,182.476112,0.289215997,6.58985493,-337.269631,520.3121494,1770.899505,0.729739944,4.482125681,206.679925,0.037264503,8.081076526,0.070689002
1531,0.742183077,3.79452444,0.067820454,170.3165761,0.372117964,6.45049854,-682.3892368,503.7271768,1853.913043,0.634218871,4.777489282,192.2378471,0.029318635,8.083454256,0.012764036
1533,0.724272165,4.675480741,0.243058526,176.555475,0.202782763,6.373476329,-713.6144422,523.6939732,2139.638142,0.60204179,4.560581029,194.7453069,0.036499935,8.077774311,0.039427901
1534,0.748224997,3.983406821,1.276901342,147.1865079,0.257610279,6.955303339,-741.4815408,404.1459803,1289.02778,0.683289113,6.305503836,302.1073615,0.020937001,8.086153833,0.023401252
1534,0.677309113,3.411364467,0.104790466,168.735569,0.366846251,6.468483024,-814.0220558,575.3450772,1968.384827,0.653633712,5.225651327,235.9499238,0.026622878,8.081749076,0.046862577
1534,0.77583736,3.766468318,0.520522659,173.8451327,0.372132208,6.341195036,-556.0341166,484.2850882,1475.769911,0.742643541,5.260432748,236.4504773,0.045152995,8.082994515,0.025438982
1534,0.679683848,4.215315049,0.394881378,169.7627197,0.149578954,6.611461714,-633.089781,474.0630604,1948.448197,0.5743656,4.981167479,275.9102212,0.085216085,8.081044047,0.044844452
1534,0.748503567,6.27157193,0.759879521,173.9938575,0.162792243,6.563087038,-614.4186774,755.9963097,2068.278869,0.642137558,5.352674669,247.012353,0.051186354,8.084241141,0.016383944
1534,0.737838859,7.235217265,1.732617137,171.053756,0.150466319,6.48991974,-809.0004911,403.2944972,1871.412823,0.539836887,5.087612935,248.9237938,0.025683488,8.07883922,0.015287515
1535,0.850591855,6.167347843,1.655445508,165.6021505,0.350170899,6.386209528,-331.1723466,398.5927495,1517.591399,0.711925673,5.514754264,238.8039393,0.008663114,8.078591932,0.004953295
