income,gsv_apartments,gsv_commercial,gsv_greenery,gsv_historical,gsv_impervious,gsv_industrial,gsv_other,gsv_private,gsv_water,gsv_hue_mean,gsv_hue_std,gsv_hue_maj,gsv_saturation_mean,gsv_saturation_std,gsv_saturation_maj,gsv_brightness_mean,gsv_brightness_std,gsv_brightness_maj,gsv_entropy_mean,gsv_entropy_std,gsv_entropy_maj,gsv_std_mean,gsv_std_std,gsv_std_maj,gsv_contrast_mean,gsv_contrast_std,gsv_contrast_maj,gsv_dissimilarity_mean,gsv_dissimilarity_std,gsv_dissimilarity_maj,gsv_homogeneity_mean,gsv_homogeneity_std,gsv_homogeneity_maj,gsv_ASM_mean,gsv_ASM_std,gsv_ASM_maj,gsv_energy_mean,gsv_energy_std,gsv_energy_maj,gsv_correlation_mean,gsv_correlation_std,gsv_correlation_maj
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,1,0,0,0,0,0,1,128.666667,46.197643,96,0.308579,0.035263,0.258764,0.364402,0.098251,0.246599,1.860205,0.170293,1.620455,0.265899,0.066966,0.1755,423.842228,113.526319,278.619485,10.13173,2.013228,7.733701,0.260041,0.033303,0.220707,0.001412,5.4e-4,0.001004,0.036945,0.006861,0.03169,0.947672,0.017182,0.927599
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,1,0,0,1,0,0,0,0,0,214,0.816497,213,0.241942,0.004257,0.23852,0.590549,0.080885,0.47877,2.115959,0.013403,2.097094,0.235897,0.006042,0.227904,315.402237,24.926707,280.77068,9.872253,1.079339,8.348376,0.243168,0.017196,0.222451,4.22e-4,8.7e-5,3.21e-4,0.020427,0.00211,0.017909,0.951114,0.007182,0.941243
60-80 above average,0,0,0,0,1,0,1,0,1,208.333333,0.471405,208,0.132144,0.013547,0.116377,0.649634,0.028575,0.615646,2.045014,0.064386,1.979171,0.197463,0.015011,0.182344,168.954289,19.128033,149.656189,6.692831,0.414872,6.260662,0.263212,0.019505,0.244036,4.68e-4,3.4e-5,4.38e-4,0.021613,7.71e-4,0.020918,0.958908,0.008789,0.94764
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,83,94.046088,16,0.215501,0.014026,0.196113,0.537437,0.022119,0.516986,2.03502,0.002841,2.031139,0.236775,0.028069,0.214566,222.808221,94.379988,105.042126,6.837163,1.565629,4.823009,0.30659,0.012697,0.293441,8.76e-4,1.91e-4,6.09e-4,0.029404,0.00337,0.024677,0.966271,0.017371,0.947562
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,2,0,0,0,0,0,0,1,0,94,84.856742,33,0.267812,0.002653,0.264219,0.685404,0.017053,0.668547,2.031606,0.045803,1.967587,0.225097,0.028643,0.189174,370.299888,45.897613,332.378768,10.438225,1.049028,9.295987,0.238665,0.039929,0.207756,4.39e-4,8.4e-5,3.46e-4,0.020848,0.001986,0.018613,0.909316,0.03862,0.855516
60-80 above average,3,0,0,0,0,0,0,3,1,114.444444,87.587558,213,0.263063,0.03367,0.213356,0.651592,0.054699,0.568318,2.023988,0.123543,1.71566,0.237042,0.022342,0.196384,249.059324,55.720085,165.78076,8.505879,1.360796,6.690993,0.270753,0.034407,0.216833,6.87e-4,2.92e-4,3.86e-4,0.025668,0.005306,0.019657,0.950261,0.017388,0.912723
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,1,0,0,0,0,2,0,0,40.333333,10.873004,25,0.194203,0.034567,0.149872,0.381937,0.005127,0.375295,1.766824,0.104439,1.619234,0.248727,0.05003,0.188737,180.149489,17.571466,158.572947,5.751736,0.317612,5.408088,0.365444,0.02349,0.335428,0.003117,0.001696,9.89e-4,0.053301,0.016609,0.031452,0.974112,0.01298,0.956593
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,2,0,0,0,0,0,0,0,0,50.666667,11.897712,39,0.203843,0.0159,0.182611,0.505284,0.04893,0.465606,2.001974,0.0897,1.87906,0.231795,0.0279,0.192838,264.727379,92.1851,197.528156,8.509365,1.931333,6.894087,0.254093,0.046707,0.189938,0.001116,5.69e-4,3.16e-4,0.031869,0.009995,0.017787,0.948737,0.035843,0.89805
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,1,0,0,0,0,0,0,0,0,29.666667,4.642796,25,0.200817,0.022814,0.171283,0.499172,0.080203,0.388801,2.069712,0.09716,1.98419,0.213134,0.018612,0.196578,247.338123,46.020994,197.866544,7.979565,0.866336,7.03701,0.273158,0.006177,0.267343,4.9e-4,6.7e-5,4.31e-4,0.022081,0.00149,0.02075,0.948769,0.011859,0.934335
60-80 above average,0,1,0,0,0,0,0,0,0,35.333333,1.247219,34,0.218309,0.024674,0.186951,0.551514,0.027871,0.5289,1.962312,0.083991,1.84497,0.205295,0.018047,0.179805,230.70962,77.449578,124.940686,7.760274,1.680839,5.478922,0.304794,0.043818,0.260117,0.00115,1.73e-4,9.06e-4,0.033811,0.002632,0.030094,0.957956,0.017219,0.940144
60-80 above average,2,0,0,0,0,0,0,0,0,36,2.160247,34,0.187534,0.037548,0.140796,0.535759,0.076617,0.442988,1.993613,0.006837,1.985968,0.200089,0.023868,0.176959,253.218229,83.04543,136.168321,8.451665,1.755009,5.972243,0.255109,0.05367,0.198952,0.001204,0.001104,3.53e-4,0.031196,0.015177,0.018794,0.946724,0.025451,0.921443
60-80 above average,3,3,0,2,0,0,0,0,0,121.888889,131.520547,34,0.223364,0.045826,0.136984,0.467731,0.040287,0.411831,2.020021,0.09395,1.893201,0.202306,0.026999,0.145304,331.257169,70.328472,198.753554,9.704555,1.32018,7.283456,0.264579,0.066847,0.185604,6.38e-4,2.75e-4,2.72e-4,0.024646,0.005562,0.016496,0.933374,0.037959,0.834927
60-80 above average,2,0,0,0,0,0,0,0,0,168,60.116553,83,0.216713,0.026286,0.182227,0.452641,0.041051,0.394647,1.99261,0.004721,1.988749,0.246529,0.004878,0.240137,277.107475,20.714783,250.97068,9.274285,0.496082,8.703646,0.22547,0.013303,0.206691,5.62e-4,6.4e-5,4.86e-4,0.023671,0.001342,0.022038,0.964378,0.001662,0.962773
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,1,0,0,0,0,0,1,1,0,107,75.082177,29,0.191564,0.057827,0.118204,0.501963,0.038277,0.433495,2.02577,0.068519,1.904664,0.190801,0.01988,0.163919,234.426654,64.629021,157.380025,8.429024,1.550786,6.763879,0.229213,0.026495,0.185937,5.78e-4,3.35e-4,3.4e-4,0.023275,0.005999,0.018428,0.944819,0.020673,0.902238
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,2,0,40.666667,0.471405,41,0.164504,0.04279,0.12026,0.611508,0.058501,0.528955,2.070299,0.096485,1.93754,0.226337,0.027641,0.187544,296.651818,77.913551,226.578002,9.55435,1.747774,8.296936,0.246451,0.028607,0.210208,5.3e-4,1.64e-4,4.07e-4,0.022759,0.003417,0.020175,0.940822,0.036521,0.889198
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,1,0,0,0,0,0,0,0,0,38,0.816497,37,0.207976,0.006828,0.200348,0.474409,0.028902,0.441341,2.094507,0.072832,2.000784,0.209444,0.023241,0.177278,285.493239,28.888163,254.466881,9.506434,0.555701,8.729565,0.193072,0.024648,0.160559,3.18e-4,6.9e-5,2.22e-4,0.017725,0.002024,0.014897,0.944191,0.017349,0.919789
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,4,0,0,52.666667,72.752243000000007,23,0.273433,0.041523,0.213262,0.447287,0.044262,0.38097,2.07455,0.096467,1.886809,0.223862,0.020178,0.186548,304.80289,40.359091,259.511887,10.09377,1.210484,8.821078,0.196953,0.026916,0.152636,3.5e-4,7.7e-5,1.99e-4,0.018581,0.002212,0.014094,0.940662,0.012011,0.92266
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,1,1,0,0,0,0,0,0,0,146.666667,88.868192,21,0.17943,0.003207,0.175088,0.528631,0.022111,0.501391,1.994195,0.038243,1.944997,0.192822,0.01504,0.174103,318.682792,81.965539,233.142096,9.409283,1.433758,8.174571,0.243256,0.008445,0.232265,4.93e-4,6.4e-5,4.02e-4,0.022152,0.001484,0.020054,0.926329,0.017756,0.909444
60-80 above average,2,0,0,0,0,0,0,1,0,50.666667,22.156012,35,0.235611,0.036164,0.188976,0.476585,0.033016,0.430864,2.085533,0.058527,2.009604,0.208944,0.01385,0.189933,398.578625,69.049405,307.854075,11.822375,1.51915,9.8947,0.189471,0.030736,0.146888,3.11e-4,1.15e-4,1.52e-4,0.017264,0.003552,0.012334,0.927941,0.001574,0.926593
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,1,0,0,2,0,0,0,0,0,152.333333,86.511399,30,0.240306,0.019383,0.219586,0.487691,0.037406,0.434931,2.110013,0.115356,1.967988,0.242367,0.032687,0.198047,393.414992,60.435175,342.295006,11.621752,1.4223,10.409467,0.200718,0.031962,0.156983,3.2e-4,1.22e-4,1.49e-4,0.017488,0.003762,0.012198,0.942422,0.008845,0.932066
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,1,0,1,0,0,69,61.814238,35,0.201378,0.040927,0.144094,0.518214,0.042557,0.459323,1.962999,0.094414,1.864775,0.274552,0.065268,0.186851,222.27694,42.205894,177.019608,7.305035,0.990041,6.016299,0.310554,0.05502,0.222554,0.004917,0.008517,4.36e-4,0.052099,0.046935,0.020883,0.970427,0.015895,0.938287
60-80 above average,0,0,0,0,0,0,0,0,0,71.333333,27.255988,33,0.224355,0.051628,0.158985,0.462554,0.074586,0.375898,2.015351,0.047787,1.949152,0.203541,0.017856,0.179478,275.401001,54.106414,212.47644,9.793627,0.721826,9.129075,0.198084,0.039379,0.160051,4.13e-4,1.79e-4,2.4e-4,0.019863,0.004282,0.015486,0.947134,0.009522,0.93492
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,1,1,1,0,0,0,0,0,0,126.666667,60.361872,82,0.239482,0.077542,0.130004,0.500591,0.018859,0.47758,2.103385,0.036195,2.058595,0.213115,0.013336,0.196359,346.839583,48.297055,285.763174,10.120792,1.676672,8.112163,0.227738,0.085477,0.147262,3.78e-4,2.32e-4,1.84e-4,0.018598,0.005678,0.013576,0.939374,0.006831,0.930039
60-80 above average,0,0,0,0,0,0,0,0,0,99.333333,76.141681,44,0.225725,0.018616,0.201787,0.570617,0.028229,0.545801,2.024893,0.047982,1.96935,0.252213,0.011272,0.236274,211.39376,64.625851,124.680239,7.460672,1.056855,6.08269,0.224147,0.015186,0.211472,4.1e-4,6.4e-5,3.28e-4,0.020177,0.001591,0.018106,0.973789,0.006526,0.966353
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,1,0,0,0,0,0,0,2,0,107.666667,71.331776,39,0.321633,0.05437,0.244755,0.431347,0.017262,0.412394,2.077854,0.065465,1.989952,0.212656,0.024354,0.185425,292.499387,47.419602,226.890962,10.020792,1.667474,7.784957,0.21779,0.058836,0.158955,4.4e-4,3e-4,2.11e-4,0.019874,0.006745,0.014532,0.943469,0.009915,0.933785
60-80 above average,0,0,0,0,0,0,0,1,0,81,4.546061,75,0.252018,0.017941,0.236676,0.422973,0.065543,0.350158,2.051409,0.064622,1.974501,0.200772,0.019649,0.173166,336.772988,15.996847,317.322763,10.629218,0.778702,9.534161,0.204492,0.03442,0.168685,3.19e-4,2.1e-5,2.96e-4,0.017839,5.79e-4,0.017202,0.92999,0.013098,0.911571
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,1,0,119.5,82.524239,201,0.2779,0.052296,0.192814,0.523972,0.043857,0.474778,2.119754,0.11284,1.872576,0.21786,0.024557,0.168974,315.840957,113.537841,173.101287,9.785136,2.368905,6.906005,0.233195,0.065037,0.169362,4.24e-4,2.2e-4,2.04e-4,0.019892,0.005275,0.014266,0.947316,0.013989,0.929194
60-80 above average,2,0,0,0,0,0,0,0,0,29.5,3.5,26,0.228077,0.030436,0.197641,0.43149,0.045767,0.385723,2.020055,0.063473,1.956582,0.182161,0.004705,0.177456,238.12716,15.267724,222.859436,8.158931,0.175934,7.982996,0.24638,0.030333,0.216047,4.19e-4,9e-6,4.1e-4,0.020458,2.15e-4,0.020242,0.949225,4.57e-4,0.948769
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,1,0,0,0,0,0,0,0,92.333333,87.522695,26,0.228356,0.101517,0.131114,0.524899,0.043264,0.480153,1.887699,0.160504,1.6631880000000001,0.176607,0.031665,0.131897,215.386193,77.367301,108.203554,6.937173,2.05006,4.1875,0.373386,0.101266,0.26547,0.00142,0.001002,4.81e-4,0.035355,0.013033,0.021922,0.94176,0.003256,0.938446
60-80 above average,0,0,0,1,0,0,0,1,0,86,74.003378,28,0.266394,0.063352,0.162836,0.456902,0.047399,0.377157,1.991002,0.104085,1.87538,0.220062,0.046844,0.145827,349.561619,122.925839,182.439308,10.834612,2.827298,7.377788,0.207558,0.066558,0.132762,4.14e-4,1.88e-4,2.29e-4,0.019815,0.004658,0.015149,0.919526,0.069574,0.800116
60-80 above average,3,0,0,2,0,0,0,0,0,90.375,75.584287,28,0.218978,0.085861,0.13987,0.480962,0.072919,0.37229,2.039446,0.115857,1.835223,0.229853,0.032695,0.178551,403.80957,95.856332,187.550858,11.750165,1.937416,7.347549,0.183024,0.049994,0.126034,3.46e-4,1.09e-4,1.76e-4,0.018368,0.002992,0.013251,0.930981,0.031588,0.875409
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,78.333333,90.981073,14,0.201456,0.019726,0.186427,0.541818,0.010881,0.527115,1.995836,0.016819,1.980708,0.217814,0.013123,0.199392,216.816656,15.728651,198.62546,8.287898,0.161003,8.091605,0.219088,0.028328,0.189651,3.82e-4,7.8e-5,2.95e-4,0.019449,0.001971,0.01719,0.960642,0.007245,0.950585
60-80 above average,1,0,1,0,0,0,0,0,1,121.333333,61.304341,76,0.248833,0.017976,0.223428,0.536271,0.081221,0.4363,2.029022,0.105013,1.951994,0.21247,0.029318,0.171859,232.919322,42.272828,174.992525,8.904473,0.992762,7.603676,0.200119,0.02833,0.175231,3.07e-4,6.2e-5,2.27e-4,0.01743,0.001816,0.01505,0.948326,0.019298,0.921155
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,2,0,0,0,0,0,43,12.675436,28,0.174524,0.023879,0.15563,0.394827,0.025783,0.359198,1.883649,0.14521,1.678635,0.160189,0.034508,0.111629,444.768301,123.356397,271.471201,11.647672,2.012235,8.817218,0.18358,0.02764,0.163321,4.55e-4,2.13e-4,2.85e-4,0.020795,0.004751,0.01687,0.865074,0.020468,0.836333
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,24.666667,2.054805,22,0.246281,0.066853,0.168604,0.508835,0.040295,0.469978,2.131806,0.03294,2.085481,0.235642,0.011784,0.220027,255.706679,71.757568,200.180882,8.638705,1.550041,7.438143,0.275439,0.026363,0.244681,6.01e-4,1.8e-5,5.84e-4,0.024505,3.6e-4,0.024167,0.963318,0.01313,0.944927
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,1,0,0,0,0,148.333333,89.33209,22,0.207711,0.017208,0.191609,0.553459,0.059947,0.46907,1.922843,0.059645,1.838582,0.258392,0.022187,0.233202,178.053973,2.354371,176.023989,6.446681,0.036518,6.404442,0.335157,0.032101,0.290302,8.3e-4,1.28e-4,7.29e-4,0.028725,0.00217,0.026995,0.977515,0.005214,0.970553
60-80 above average,1,0,0,0,0,0,0,0,0,107,75.591005,42,0.263326,0.059701,0.191429,0.58498000000000006,0.04388,0.535387,2.146496,0.015992,2.130389,0.243262,0.030373,0.205781,326.545772,55.331776,251.520006,10.51152,1.685354,8.418168,0.22037,0.045372,0.156878,4.05e-4,1.47e-4,1.97e-4,0.019727,0.004028,0.014035,0.943202,0.020706,0.914875
60-80 above average,1,0,1,0,0,0,0,0,0,124.666667,62.462433,80,0.344011,0.045587,0.281999,0.501502,0.047424,0.435461,2.196123,0.01707,2.178926,0.257365,0.007603,0.249011,378.144802,34.707826,352.491207,10.88124,0.312377,10.576808,0.241838,0.023263,0.214655,3.98e-4,7.6e-5,2.94e-4,0.019864,0.001958,0.01715,0.946836,0.010985,0.931303
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,1,0,1,149.5,86.99569,24,0.255704,0.032581,0.213201,0.692308,0.079297,0.603191,1.928234,0.161611,1.642086,0.234386,0.028623,0.197773,242.6137,74.300581,170.448713,7.552099,1.204171,6.178125,0.328004,0.078471,0.229024,0.001,5.15e-4,4.22e-4,0.030475,0.008448,0.020542,0.950871,0.01732,0.931218
60-80 above average,0,0,0,0,0,0,1,0,0,122,58.70264,79,0.187673,0.063103,0.100101,0.524026,0.046826,0.465269,2.10555,0.046145,2.050952,0.219401,0.033431,0.172293,258.397324,46.74251,192.342586,9.334906,1.441813,7.296017,0.202747,0.044751,0.164161,8.51e-4,8.63e-4,2.17e-4,0.025508,0.014155,0.01472,0.950737,0.023189,0.919496
60-80 above average,2,0,1,0,0,0,0,0,0,74.666667,1.699673,73,0.366942,0.044948,0.318234,0.514673,0.057001,0.438377,2.097483,0.054805,2.032314,0.23325,0.030176,0.197063,198.076501,29.995573,172.233395,8.432527,1.065985,7.57402,0.20829,0.037089,0.156831,3.5e-4,1.29e-4,2.12e-4,0.018389,0.003415,0.014561,0.961647,0.012855,0.944819
60-80 above average,1,0,0,0,0,0,0,1,0,87,58.260907,33,0.254496,0.059584,0.165744,0.504017,0.042066,0.424818,2.069279,0.044757,2.014993,0.203422,0.016498,0.175419,297.641871,98.977558,190.855055,10.145098,2.578025,6.998131,0.215612,0.068669,0.113647,5.03e-4,3.31e-4,1.54e-4,0.021206,0.007272,0.0124,0.938243,0.028291,0.884157
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,1,0,0,0,0,0,0,2,0,47,11.575837,36,0.190969,0.010054,0.182615,0.450102,0.017804,0.427022,2.080405,0.074567,1.974983,0.194763,0.01879,0.168972,328.502543,29.885885,292.912531,10.04325,0.638018,9.548009,0.199259,0.009279,0.186137,3.23e-4,5.1e-5,2.75e-4,0.017928,0.001399,0.016591,0.931535,0.020458,0.902605
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,2,0,0,1,2,0,75.333333,63.120696,31,0.225967,0.033831,0.182254,0.454212,0.069094,0.364983,2.043656,0.076385,1.951603,0.204564,0.018744,0.175837,349.351093,128.44822,203.74614,10.23031,1.817482,7.682659,0.21562,0.024189,0.169291,3.73e-4,1.01e-4,2.21e-4,0.01912,0.002671,0.01485,0.926172,0.035911,0.855543
60-80 above average,1,0,0,0,0,0,0,0,0,206.333333,2.357023,208,0.227965,0.025421,0.196244,0.543764,0.033766,0.507671,2.04662,0.074306,1.985672,0.246625,0.015818,0.228491,218.754984,82.740407,144.947181,7.44424,1.065343,6.364583,0.304325,0.028246,0.280207,7.41e-4,2.92e-4,4.98e-4,0.026733,0.005142,0.022327,0.971795,0.01192,0.955595
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,1,1,0,0,0,0,0,0,0,72.333333,3.091206,68,0.146171,0.025256,0.114526,0.446285,0.025389,0.411401,1.919737,0.075987,1.840571,0.176594,0.015061,0.162358,162.970241,19.965805,144.398621,6.127226,0.677562,5.472212,0.338373,0.029553,0.308877,0.001075,2.03e-4,8.37e-4,0.032638,0.003097,0.028936,0.958811,0.010294,0.945045
60-80 above average,0,0,0,2,0,0,0,0,0,123.666667,60.477728,76,0.223992,0.039325,0.194342,0.422062,0.019491,0.396925,2.032115,0.06659,1.976061,0.189098,0.011815,0.179709,462.797641,60.667081,378.420803,13.282608,1.176601,11.621354,0.145708,0.011339,0.136399,2.15e-4,2.9e-5,1.79e-4,0.014621,9.79e-4,0.013386,0.893649,0.017209,0.870571
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,215.333333,4.496913,209,0.178446,0.028298,0.152536,0.471398,0.051222,0.405349,2.10381,0.055718,2.03823,0.231496,0.031908,0.202185,353.97066,66.522585,288.096477,10.594924,1.527622,9.319945,0.207058,0.061046,0.145597,0.002101,0.002655,1.69e-4,0.035408,0.02911,0.013011,0.941743,0.02215,0.914069
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-80 above average,0,0,1,0,0,0,0,0,0,151.666667,83.211912,34,0.25537,0.031582,0.214714,0.539998,0.024437,0.517957,2.132912,0.078196,2.022628,0.230416,0.022972,0.20316,210.804361,46.075277,164.044792,8.49184,1.132515,7.21152,0.191892,0.020765,0.166681,2.72e-4,7e-5,2.06e-4,0.016377,0.002064,0.014361,0.962586,0.009938,0.952377
