income,gsv_apartments,gsv_commercial,gsv_greenery,gsv_historical,gsv_impervious,gsv_industrial,gsv_other,gsv_private,gsv_water,gsv_hue_mean,gsv_hue_std,gsv_hue_maj,gsv_saturation_mean,gsv_saturation_std,gsv_saturation_maj,gsv_brightness_mean,gsv_brightness_std,gsv_brightness_maj,gsv_entropy_mean,gsv_entropy_std,gsv_entropy_maj,gsv_std_mean,gsv_std_std,gsv_std_maj,gsv_contrast_mean,gsv_contrast_std,gsv_contrast_maj,gsv_dissimilarity_mean,gsv_dissimilarity_std,gsv_dissimilarity_maj,gsv_homogeneity_mean,gsv_homogeneity_std,gsv_homogeneity_maj,gsv_ASM_mean,gsv_ASM_std,gsv_ASM_maj,gsv_energy_mean,gsv_energy_std,gsv_energy_maj,gsv_correlation_mean,gsv_correlation_std,gsv_correlation_maj
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,2,0,0,0,0,0,0,108.5,72.91719,210,0.255164,0.061302,0.223072,0.52159199999999994,0.04017,0.496155,2.135927,0.089843,2.227619,0.232975,0.020657,0.255555,223.999214,36.89124,245.668934,7.955443,0.828414,8.181127,0.250322,0.025879,0.264229,3.98e-4,6.9e-5,3.81e-4,0.019881,0.001646,0.01951,0.962081,0.010615,0.965564
20-40 below average,0,0,1,0,0,0,0,1,0,92.333333,83.203899,33,0.257948,0.043458,0.207125,0.475573,0.045297,0.420745,2.183398,0.016482,2.16637,0.243923,0.018155,0.226969,312.024602,48.392638,244.206863,10.012919,0.891963,8.757537,0.199633,0.028022,0.176685,5.57e-4,4.33e-4,2.27e-4,0.021949,0.00868,0.015056,0.955173,0.012636,0.942399
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,1,0,0,0,0,0,156.666667,94.587995,23,0.235645,0.021221,0.217095,0.566395,0.065817,0.518154,2.097091,0.092876,1.973737,0.234619,0.007629,0.224128,443.04086,76.53653,338.948468,11.837449,1.481656,9.774326,0.205664,0.034222,0.173771,4.06e-4,1.48e-4,2.53e-4,0.01983,0.003609,0.015916,0.926544,0.024441,0.895313
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,2,0,0,0,1,0,39.8,16.079801,24,0.215735,0.023617,0.187649,0.466624,0.068181,0.375839,2.000743,0.121766,1.781944,0.176429,0.029967,0.123585,387.377665,35.286993,337.876991,10.32644,0.692268,9.186673,0.217142,0.014083,0.201708,4.11e-4,1.18e-4,2.83e-4,0.020061,0.002846,0.016829,0.896804,0.032989,0.833069
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,1,0,111,73.161921,38,0.200609,0.011438,0.187912,0.534812,0.050165,0.479105,2.088517,0.021436,2.062279,0.218353,0.008758,0.206959,280.053932,68.857186,200.475551,8.818883,1.645837,7.035784,0.250133,0.045679,0.194086,5.87e-4,1.09e-4,4.49e-4,0.024118,0.002283,0.021194,0.94589,0.007051,0.935948
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,0,0,0,0,0,0,214.333333,1.247219,213,0.215969,0.024246,0.182033,0.592937,0.032218,0.559881,2.139156,0.022199,2.10779,0.234449,0.0064,0.227975,308.543648,24.605451,285.105453,9.4673,0.607348,8.709988,0.261292,0.018877,0.239498,9.28e-4,7.04e-4,3.61e-4,0.028406,0.010984,0.019003,0.946024,0.012617,0.932624
20-40 below average,1,0,0,0,0,0,0,0,0,151.666667,86.742275,29,0.246422,0.033614,0.215887,0.450542,0.033918,0.410654,2.167831,0.027651,2.130508,0.25377,0.013419,0.237382,368.144771,51.72767,295.218536,10.624939,0.627958,9.741023,0.21915,0.018083,0.203311,3.48e-4,6.2e-5,2.93e-4,0.018593,0.001621,0.017123,0.947884,0.011921,0.937493
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,1,0,0,0,0,0,0,164.666667,60.576857,79,0.291114,0.04726,0.240035,0.514203,0.019428,0.488642,2.152812,0.040652,2.106849,0.232176,0.019893,0.213992,239.106281,78.167916,145.497059,8.448315,1.348625,6.782353,0.210925,0.022547,0.179771,3.06e-4,8.7e-5,2.06e-4,0.017322,0.002488,0.01437,0.958124,0.016698,0.944262
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,3,0,0,3,0,0,0,0,0,214.833333,1.34371,214,0.222218,0.031193,0.169374,0.602429,0.040125,0.565507,1.935485,0.064756,1.829155,0.257354,0.014402,0.237756,259.105152,54.828117,154.82356,7.758492,1.032839,5.676869,0.316256,0.021139,0.283404,7.25e-4,2.14e-4,5.33e-4,0.02667,0.003735,0.023091,0.965747,0.007174,0.957677
20-40 below average,0,0,0,0,0,0,0,0,0,146,82.740558,29,0.248961,0.013388,0.230813,0.498981,0.064457,0.408858,2.062974,0.051962,2.00422,0.223991,0.019813,0.19702,316.584304,10.69003,302.456005,8.806873,0.329344,8.342126,0.309084,0.024763,0.289784,6.62e-4,1.21e-4,4.92e-4,0.025617,0.002438,0.022177,0.943796,0.014095,0.924509
20-40 below average,1,0,0,0,0,0,0,0,0,215,2.94392,212,0.203131,0.029864,0.160929,0.585778,0.022106,0.564481,2.17524,0.026009,2.139361,0.25324,0.005966,0.246081,388.487,38.592345,333.943076,10.020721,0.682029,9.056373,0.296571,0.007986,0.285842,8.43e-4,3.3e-4,4.9e-4,0.02849,0.00564,0.022139,0.94004,0.012772,0.924146
20-40 below average,3,0,0,0,0,0,0,0,0,216.666667,1.247219,215,0.285494,0.01762,0.272144,0.477129,0.049966000000000003,0.436441,2.054623,0.087756,1.940665,0.241081,0.029011,0.205084,397.134406,44.791128,343.287837,10.45769,1.14457,9.130545,0.251405,0.04815,0.195815,6.36e-4,2.66e-4,4.41e-4,0.024704,0.005024,0.020999,0.943585,0.02122,0.916436
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,0,0,0,0,0,0,211.666667,0.745356,211,0.288336,0.02108,0.267781,0.622906,0.057333,0.560935,2.021782,0.070173,1.905239,0.245525,0.011111,0.227346,219.262495,92.358925,101.753493,7.25362,1.795342,4.825797,0.356292,0.058197,0.295653,8.22e-4,2.75e-4,4.91e-4,0.028276,0.004737,0.022163,0.970907,0.009182,0.956902
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,0,0,0,0,0,0,209.666667,0.942809,209,0.204216,0.004093,0.199089,0.616756,0.06686,0.547416,2.0182890000000002,0.070858,1.957774,0.23451,0.008843,0.222955,365.967974,18.439078,342.606556,10.448672,0.378553,9.913358,0.211601,0.010486,0.201202,3.68e-4,1.12e-4,2.6e-4,0.01897,0.002845,0.016129,0.946315,0.008909,0.934602
20-40 below average,2,0,0,0,0,0,0,0,0,157.666667,81.838595,42,0.188363,0.008164,0.178039,0.605514,0.055309,0.535525,2.096852,0.028571,2.060593,0.220703,0.016534,0.203001,456.410018,28.192651,419.528431,12.701971,0.770256,11.681893,0.206072,0.059472,0.159227,9.85e-4,0.001075,2.18e-4,0.026684,0.016531,0.014759,0.919316,0.020418,0.894298
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,1,0,0,0,0,0,166,55.87486,87,0.209614,0.03054,0.186817,0.46835,0.031429,0.426995,1.952634,0.071823,1.853312,0.175672,0.025481,0.140494,418.20097,17.215792,396.937592,12.09809,0.581805,11.498989,0.186567,0.026296,0.150667,3.47e-4,2.4e-5,3.15e-4,0.018622,6.54e-4,0.01775,0.886672,0.042199,0.828222
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,1,0,0,1,0,0,153.666667,81.797854,38,0.185612,0.034576,0.136715,0.597213,0.100864,0.469719,2.124697,0.108222,1.974209,0.230085,0.023175,0.20197,347.725633,74.144657,248.359926,9.483333,0.584557,8.990809,0.259851,0.036573,0.208489,5.04e-4,1.86e-4,2.48e-4,0.022002,0.004499,0.015734,0.940733,0.018564,0.918424
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,1,0,0,0,1,0,105,75.330383,33,0.267343,0.044936,0.220718,0.477485,0.066407,0.409318,2.035571,0.039271,1.981207,0.192056,0.010797,0.179341,345.852972,94.526714,222.815288,10.927543,2.702048,7.995435,0.205816,0.060447,0.12089,4.85e-4,2.32e-4,1.86e-4,0.021275,0.005727,0.013626,0.918128,0.026861,0.898061
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,1,0,0,0,0,0,36.666667,1.699673,35,0.174238,0.013866,0.154671,0.580191,0.058284,0.504192,2.173474,0.043578,2.111856,0.243374,0.005183,0.238568,586.694301,96.543375,502.003952,14.901021,0.958585,14.007261,0.135645,0.007616,0.125084,1.77e-4,9e-6,1.65e-4,0.013307,3.29e-4,0.012844,0.919089,0.012098,0.903222
20-40 below average,2,0,0,1,0,0,0,0,0,41.666667,5.557777,34,0.202938,0.010345,0.188467,0.43722,0.047071,0.37199,1.991483,0.039623,1.936108,0.188154,0.021181,0.1664,378.304759,34.121646,344.024203,12.186213,0.893535,11.377941,0.154577,0.019392,0.127597,2.55e-4,6.3e-5,1.67e-4,0.015821000000000002,0.0020830000000000002,0.01291,0.912018,0.025689,0.880831
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,1,0,0,0,0,0,0,0,102.833333,75.147448,51,0.153982,0.021469,0.115404,0.470446,0.067513,0.382815,2.098479,0.045129,2.006498,0.211439,0.01161,0.195316,320.406689,45.021585,250.144056,9.886285,0.956202,8.414522,0.224555,0.01663,0.206202,3.37e-4,4.8e-5,2.65e-4,0.018311,0.001301,0.01628,0.94346699999999994,0.011028,0.926097
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,0,0,0,0,0,0,91.666667,85.089495,31,0.196601,0.017023,0.176122,0.532353,0.043927,0.474624,2.052065,0.046733,1.986163,0.220155,0.011412,0.204325,183.350143,19.139914,164.416544,6.818015,0.226497,6.497978,0.287963,0.015738,0.267925,5.64e-4,9.2e-5,4.68e-4,0.023678,0.001905,0.021623,0.969441,0.001948,0.967773
20-40 below average,0,0,0,0,0,0,0,1,0,33.333333,3.299832,29,0.169401,0.030829,0.128983,0.559298,0.051879,0.499576,2.048693,0.083492,1.937924,0.245215,0.011205,0.231476,253.271844,75.626747,148.030392,7.686918,1.869865,5.05625,0.306643,0.052299,0.261258,7.44e-4,2.21e-4,4.42e-4,0.026937,0.004293,0.021025,0.966013,0.012134,0.953468
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,4,0,0,0,0,0,1,0,0,122.166667,83.923411,31,0.210961,0.032198,0.165626,0.502911,0.078323,0.415016,2.014175,0.109259,1.851806,0.235689,0.021494,0.202817,200.889793,55.459764,150.770803,6.894582,1.534758,5.162194,0.31838,0.051455,0.22318,8.01e-4,3.45e-4,3.13e-4,0.027585,0.006349,0.01769,0.966622,0.014448,0.940839
20-40 below average,0,0,0,0,0,0,0,1,0,151,86.282482,29,0.260879,0.032718,0.222709,0.603475,0.029712,0.562328,2.091121,0.047069,2.039074,0.233601,0.033314,0.19989,222.598632,12.483672,204.946324,7.506842,0.325004,7.192586,0.30872,0.024004,0.276609,6.86e-4,2.26e-4,3.93e-4,0.025807,0.004513,0.019824,0.958362,0.012036,0.942602
20-40 below average,2,0,0,0,0,0,0,1,0,91,87.681241,29,0.198229,0.01785,0.173267,0.58481,0.050609,0.515227,2.13272,0.08777,2.020896,0.213181,0.022854,0.182427,617.229708,60.421255,569.94277,15.214103,1.401392,14.027451,0.130744,0.016449,0.118139,1.79e-4,6e-6,1.71e-4,0.013363,2.16e-4,0.013058,0.88048,0.026207,0.844563
20-40 below average,0,0,0,1,0,0,0,0,0,71,29.017236,30,0.227294,0.05982,0.15072,0.424219,0.024325,0.389819,2.017638,0.051812,1.979575,0.187358,0.015538,0.175648,499.763501,66.051441,417.534957,13.79181,0.554137,13.136734,0.149553,0.010381,0.135211,2.23e-4,2.7e-5,1.96e-4,0.01489,9.07e-4,0.014008,0.890157,0.022355,0.860117
20-40 below average,2,0,0,0,0,0,0,0,0,67,23.338095,34,0.238301,0.050317,0.176801,0.446753,0.01803,0.430359,1.919384,0.011796,1.904693,0.166984,0.010015,0.152834,465.457659,65.369722,407.271293,13.064032,0.295199,12.810876,0.156846,0.011529,0.147652,2.69e-4,3.7e-5,2.37e-4,0.016374,0.001102,0.01538,0.870386,0.013795,0.859885
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,1,0,0,0,0,0,154.333333,84.416955,35,0.226188,0.009891,0.214544,0.537932,0.094276,0.41098,2.140223,0.042971,2.079741,0.237318,0.017995,0.211935,317.493382,35.229539,273.709896,9.422488,0.82448,8.257751,0.247681,0.015722,0.235964,5.06e-4,5e-5,4.7e-4,0.022458,0.001092,0.021679,0.944916,0.006964,0.937971
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,1,0,0,0,0,0,166.666667,57.76004,85,0.19676,0.025731,0.163483,0.474928,0.026858,0.449313,1.979661,0.024541,1.944978,0.175571,0.01893,0.155558,421.106607,55.108508,360.539951,12.424581,1.529275,10.749694,0.182625,0.041454,0.126563,5.31e-4,3.73e-4,2.04e-4,0.021698,0.00778,0.014291,0.887589,0.037189,0.841781
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,2,0,0,0,0,91.666667,85.799508,30,0.154948,0.012068,0.141004,0.555565,0.040208,0.503807,1.997992,0.029474,1.971111,0.215081,0.00689,0.206157,177.989655,43.585597,123.417892,6.437551,0.869772,5.544792,0.316117,0.011925,0.306221,7.17e-4,2.4e-5,6.91e-4,0.026782,4.51e-4,0.026279,0.969343,0.006696,0.961572
20-40 below average,2,0,0,0,0,0,1,0,0,47.333333,3.299832,43,0.166499,0.014321,0.150554,0.576981,0.008047,0.570883,2.001503,0.099744,1.861886,0.251756,0.014802,0.232275,197.14471,6.53338,187.922243,6.357271,0.211147,6.141605,0.353987,0.006998,0.346927,0.001679,9.04e-4,8.41e-4,0.039559,0.010661,0.028997,0.976236,0.003183,0.971776
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,0,0,0,0,0,0,88,85.584266,25,0.191647,0.020369,0.163977,0.500239,0.061518,0.419678,2.011896,0.044301,1.951255,0.217429,0.028752,0.182499,262.569557,93.230178,170.82258,8.556914,1.734874,6.851256,0.234316,0.027563,0.196151,5.04e-4,1.65e-4,2.75e-4,0.022093,0.003946,0.016586,0.949449,0.031168,0.90539
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,158.666667,47.147523,92,0.130458,0.024832,0.103847,0.549914,0.045204,0.514575,1.983376,0.087652,1.861643,0.278224,0.008942,0.266102,191.025225,17.825794,167.034498,6.989808,0.855741,5.8452210000000004,0.334344,0.060235,0.274118,0.006397,0.003641,0.002172,0.076326,0.023912,0.046605,0.981315,0.0029,0.977796
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,1,0,0,0,1,0,1,65.333333,24.98444,83,0.23965,0.029484,0.197989,0.592219,0.043303,0.532206,1.909337,0.023071,1.887697,0.227382,0.02184,0.207169,190.26396,52.529401,150.24326,7.721048,1.196718,6.725368,0.237314,0.028039,0.19774,5.1e-4,1.18e-4,3.52e-4,0.022423,0.002712,0.018751,0.970826,0.010403,0.957158
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,1,0,0,0,0,0,93.666667,78.728789,37,0.158695,0.003553,0.15457,0.459491,0.05458,0.383412,1.88477,0.166434,1.652623,0.192613,0.016202,0.179544,290.813603,86.887564,203.454289,8.951593,1.763213,7.51875,0.274415,0.040518,0.228335,7.38e-4,2.01e-4,4.87e-4,0.0269,0.003773,0.022073,0.938261,0.021886,0.90735
20-40 below average,2,0,0,0,0,0,0,0,0,25,0.816497,24,0.210441,0.030392,0.168087,0.466355,0.055815,0.394222,1.994004,0.045388,1.930166,0.199298,0.006479,0.192031,344.132506,81.551102,244.559835,10.562,1.558605,8.64758,0.215172,0.02171,0.185742,5.02e-4,5e-5,4.52e-4,0.02238,0.001114,0.021261,0.92074,0.022494,0.900611
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,3,0,0,0,0,335.666667,1.247219,334,0.19908,0.005497,0.193812,0.778094,0.003098,0.773714,0.997485,0.053576,0.923114,0.057557,0.002712,0.053961,75.053135,6.993033,65.585784,5.91106,0.315986,5.474816,0.175191,0.006326,0.169482,7.64e-4,6.9e-5,7.03e-4,0.02762,0.001241,0.026506,0.911571,0.004149,0.905931
20-40 below average,2,0,0,0,0,0,0,0,0,93.666667,83.699197,32,0.191545,0.01492,0.173305,0.673449,0.015299,0.661443,1.955014,0.021735,1.926952,0.207128,0.012761,0.189335,305.194455,44.943976,254.448162,8.781648,0.525991,8.103125,0.295583,0.023763,0.270551,9.6e-4,2.11e-4,7.4e-4,0.030798,0.003348,0.027204,0.928867,0.022836,0.896758
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,2,90.666667,86.780694,21,0.158505,0.029611,0.134415,0.523642,0.068676,0.42664,1.895034,0.248805,1.543792,0.215397,0.029546,0.175351,141.710406,29.856033,101.700123,5.496415,0.400508,4.933762,0.3053,0.016371,0.285129,7.75e-4,3.18e-4,5.11e-4,0.027302,0.005467,0.022605,0.974415,0.011108,0.958805
20-40 below average,0,0,0,0,0,0,0,0,0,194.166667,50.194345,216,0.24277,0.042364,0.178883,0.505874,0.055531,0.445643,2.08612,0.074502,1.9752,0.228572,0.02519,0.193416,320.148974,72.164643,216.051195,9.431602,1.222479,7.612653,0.254715,0.0166,0.221479,0.001039,6.82e-4,3.91e-4,0.030593,0.01017,0.019772,0.940687,0.026603,0.887279
20-40 below average,0,0,0,0,0,0,0,0,0,175,60.138729,90,0.268282,0.010678,0.253249,0.54023,0.008081,0.531811,2.177343,0.050765,2.106443,0.233723,0.028592,0.193288,333.419383,58.082952,253.193505,10.095752,0.303592,9.798713,0.225488,0.029377,0.186525,4.25e-4,6.3e-5,3.7e-4,0.020561,0.001508,0.019245,0.938447,0.009794,0.925949
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,1,0,0,1,0,0,0,0,211.666667,1.247219,210,0.225592,0.037397,0.1731,0.645763,0.024912,0.624171,2.098791,0.077956,1.996692,0.24226,0.006109,0.236785,283.365523,46.870343,218.403983,8.448182,1.221738,6.740993,0.303629,0.042533,0.270009,7.7e-4,1.81e-4,5.36e-4,0.027541,0.003344,0.023145,0.948821,0.007543,0.939731
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,0,0,0,0,0,0,158,72.860597,55,0.154539,0.025033,0.132483,0.517234,0.050007,0.477823,2.012443,0.094733,1.886665,0.222591,0.034924,0.185806,197.387541,35.239593,166.051746,7.123407,0.809729,6.319516,0.29636,0.015953,0.277307,7.27e-4,2.09e-4,4.59e-4,0.026657,0.003999,0.021428,0.955836,0.018077,0.937402
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,0,0,0,0,0,0,210.333333,0.471405,210,0.225827,0.016715,0.20482,0.624187,0.071232,0.523454,2.054097,0.053216,1.979844,0.228093,0.012903,0.217567,410.100102,84.495325,339.975766,11.321426,1.521628,9.703033,0.222929,0.052859,0.175001,4.58e-4,2.5e-4,2.58e-4,0.020669,0.005541,0.016074,0.936355,0.017468,0.916574
20-40 below average,0,0,0,1,0,0,0,0,0,29.333333,0.942809,30,0.218228,0.033073,0.178252,0.613584,0.037896,0.571089,2.087061,0.057984,2.021722,0.216128,0.018022,0.199285,486.979116,78.290569,385.326379,12.588899,1.563653,10.413082,0.224756,0.045055,0.185845,7.89e-4,4.44e-4,2.88e-4,0.026881,0.008163,0.016975,0.889252,0.027851,0.863818
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,1,0,0,0,0,1,0,0,22,1.632993,20,0.244933,0.01873,0.226038,0.516393,0.008243,0.504777,2.057347,0.077988,1.94795,0.200634,0.033293,0.155537,455.264696,21.553587,425.218566,12.054361,0.869217,10.8947,0.191931,0.023259,0.168538,4.08e-4,1.46e-4,2.02e-4,0.01981,0.003969,0.014198,0.909989,0.036886,0.859632
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,4,0,0,0,0,0,57.333333,76.582563,17,0.177102,0.015945,0.149722,0.546657,0.046961,0.496075,2.113057,0.069362,2.028826,0.222749,0.015239,0.199123,493.055908,147.970049,316.908425,12.901343,2.255989,10.026624,0.179043,0.030081,0.140883,3.06e-4,1.16e-4,1.56e-4,0.017159,0.003467,0.012495,0.917117,0.021751,0.880879
20-40 below average,1,0,1,0,0,0,0,0,0,132.333333,54.217668,93,0.219816,0.073962,0.116831,0.428846,0.07082,0.365925,2.021152,0.061534,1.939795,0.219347,0.015966,0.20166,238.637275,45.564515,199.721385,9.057087,1.382497,7.36685,0.201972,0.048815,0.161293,4.39e-4,2.3e-4,2.63e-4,0.020282,0.005214,0.016218,0.960195,0.012743,0.942806
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,0,0,0,1,0,0,90,86.998084,26,0.217757,0.034937,0.176186,0.593336,0.045598,0.531719,2.136283,0.034485,2.106606,0.251085,0.003499,0.247377,272.512081,29.807691,245.493658,8.57162,0.83567,7.507138,0.29626,0.055762,0.245612,5.83e-4,2.27e-4,3.59e-4,0.023702,0.004583,0.018951,0.956943,0.009622,0.943469
